#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
TOG.3404.d;Недавний приток награбленного подстегнул торговлю в [Root.Capital.County.GetAdjective]ских землях, что в свою очередь привлекло ещё больше жадных до золота разбойников.;x
loot_prosperity_boost;Бабло течёт рекой;x
loot_prosperity_boost_desc;Масса богатств поступает сюда благодаря добыче от налётов и грабежей, что существенно повышает инвестиции и потребление.;x
245.d2;[Root.GetBestName] получил[Root.GetEndA] сокрушающий удар по голове в бою и сильно повредил[Root.GetEndA] своё лицо.;x
EVTDESC75110;[Root.Liege.GetTitledFirstName] утверждает - один из [Root.Liege.GetHersHis] верных вассалов обвиняет меня в том, что я ударил[Root.GetEndA] его дочь, когда был[Root.GetEndA] в гостях у него дома!;x
EVTDESC75112;[From.GetTitledFirstName] решил[From.GetEndA] поверить в ложь этой девчонки обо мне, якобы я побил[Root.GetEndA] её и поставил[Root.GetEndA] огромный синяк!;x
EVTOPTA75112;Я невинов[Root.GetNaEn]!;x
EVTDESC75113;Несмотря на то, что отец девчонки требует мою голову на блюде, [From.GetTitledFirstName] решил[From.GetEndA] быть милосердн[From.GetOyYm] - "только лишь" бросить меня гнить в подземелье чёрт знает насколько долго. Единственная проблема в том, что я не бил[Root.GetEndA] её!;x
EVTDESC75114;[From.GetTitledFirstName] поверил[From.GetEndA] мне, когда я сказал[Root.GetEndA] [From.GetHerHim], что никогда не видел[Root.GetEndA] девушку, которая обвиняет меня в её избиении и предоставил[Root.GetEndA] доказательства её лжи. Судя по всему, она и её парень хотели шантажировать меня.;x
EVTOPTA75114;И её синяк не окупился.;x
EVTOPTC621;Еретики дрогнули!;x
EVTOPTA_RIP_13007_TOOLTIP;[From.GetTitledName] рассмотрит Вашу просьбу.;x
prisoner_torture_desc;§Y[Root.GetTitledName]§! - Ваш[Root.GetEndA] заключённ[Root.GetAyaYy], и Вы можете пытать [Root.GetHersHis], если отдадите соответствующий приказ.;x
CHRONICLE_DISTANT_PLAGUE;B этот день, [GetDateText]г, до нас дошли слухи о пугающей вспышке чумы в далёких землях.;x
CHRONICLE_NEARBY_PLAGUE;Cегодня, [GetDateText]г, чума уже не просто сомнительный слух. Путешественники из ближайших земель теперь лично свидетельствуют об ужасах, с которыми они столкнулись на своём пути.;x
CHRONICLE_BORDERING_PLAGUE;Tеперь, [GetDateText]г чума подошла к нашим границам. Да защитит нас [Root.Religion.GetHighGodNameCap].;x
CHRONICLE_INDIA_GONE;Cегодня, [GetDateText]г, мы получили донесение о том, что Индия поражена мором, там свирепствует чума.;x
CHRONICLE_PERSIA_GONE;B этот день, [GetDateText]г, до нас дошли вести, что большинство населения Персии погибло от чумы.;x
CHRONICLE_MIDDLEEAST_GONE;Cтрашные вести достигли нас [GetDateText]г - население Среднего Востока существенно сократилось из-за ужасной чумы.;x
CHRONICLE_AFRICA_GONE;Tревожные слухи достигли нас [GetDateText]г - говорят чума выкосила большую часть населения Африки.;x
CHRONICLE_ASIAMINOR_GONE;B этот тревожный день, [GetDateText]г, мы получили страшное донесение из Малой Азии. Страшный мор, вызванный чумой поразил её народ.;x
CHRONICLE_EASTEUROPE_GONE;Cтрашные слухи дошли до нас [GetDateText]г - говорят, что чума прошлась по Восточной Европе, забрав с собой большую часть населения.;x
CHRONICLE_SOUTHEUROPE_GONE;B этот печальный день, [GetDateText]г, нам стало известно, что юг Европы поразил величайший мор, люди массово гибнут от чумы.;x
CHRONICLE_WESTEUROPE_GONE;Cегодня, [GetDateText]г, мы узнали, что Западная Европа серьёзно пострадала от чумы - большинство жителей погибло.;x
CHRONICLE_NORTHEUROPE_GONE;B этот день, [GetDateText]г, нам стало известно, что север Европы страдает от чумы, вымерла большая часть населения.;x
CHRONICLE_STEPPE_GONE;Tревожные слухи оказались правдой, [GetDateText]г стало известно, что степные земли разорены чумой, которая унесла существенную часть населения.;x
exchange_land_for_hospital;Пригласить построить госпиталь;x
exchange_land_for_hospital_desc;В обмен на земли под новый замок, [Root.PrimaryTitle.GetName] построит здесь госпиталь, чтобы позаботиться о здоровье [From.Capital.County.GetAdjective]ских жителей.;x
upgrade_hospital;[From.GetTitledName] предложил[From.GetEndA] расширить [Root.Capital.County.GetAdjective]ский госпиталь в обмен на небольшое пожертвование на благо святой веры.;x
vassal_wars_law_0_desc;Вассалы могут воевать со своими врагами, как внутри, так и за пределами страны до тех пор, пока не будут принуждены к миру своим сюзереном.;x
vassal_wars_law_1_desc;Вассалам запрещено воевать с кем-либо внутри страны, но можно воевать с внешними врагами до тех пор, пока не будут принуждены к миру своим сюзереном.;x
vassal_wars_law_2_desc;Вассалам запрещено самостоятельно объявлять войну кому-либо.;x
taking_it_easy;На расслабоне;x
taking_it_easy_desc;Эт[GetEtaEtot] [GetAgedPerson] споко[GetYnaEn], как удав и старается не перенапрягать себя.;x
EVTDESC_RIP_4010;Вы настолько погрузились в свои дела, что даже не заметили, как придворный лекарь [physician_target.GetFirstName] вош[physician_target.GetLaYol] в Ваш кабинет: "[Root.PrimaryTitle.GetFOA], Вы были здесь всю ночь! Нельзя столько работать, Вам нужно поспать, иначе доведёте себя до истощения!";x
